Date,OfficialRate,ParallelRate,GapAbs,GapPct,DataFreshnessUTC
2025-07-17,117.4036,,,,2026-04-17T12:38:03.168615+00:00
2025-07-18,118.2874,,,,2026-04-17T12:38:03.168615+00:00
2025-07-21,119.1446,,,,2026-04-17T12:38:03.168615+00:00
2025-07-22,119.6662,,,,2026-04-17T12:38:03.168615+00:00
2025-07-23,120.4239,,,,2026-04-17T12:38:03.168615+00:00
2025-07-25,121.3469,,,,2026-04-17T12:38:03.168615+00:00
2025-07-28,122.17,,,,2026-04-17T12:38:03.168615+00:00
2025-07-29,122.8408,,,,2026-04-17T12:38:03.168615+00:00
2025-07-30,123.8718,,,,2026-04-17T12:38:03.168615+00:00
2025-07-31,124.5102,,,,2026-04-17T12:38:03.168615+00:00
2025-08-01,125.4247,,,,2026-04-17T12:38:03.168615+00:00
2025-08-04,126.2802,,,,2026-04-17T12:38:03.168615+00:00
2025-08-05,127.1097,,,,2026-04-17T12:38:03.168615+00:00
2025-08-06,128.2409,,,,2026-04-17T12:38:03.168615+00:00
2025-08-07,129.0535,,,,2026-04-17T12:38:03.168615+00:00
2025-08-08,130.0652,,,,2026-04-17T12:38:03.168615+00:00
2025-08-11,131.1241,,,,2026-04-17T12:38:03.168615+00:00
2025-08-12,132.3026,,,,2026-04-17T12:38:03.168615+00:00
2025-08-13,133.5159,,,,2026-04-17T12:38:03.168615+00:00
2025-08-14,134.4812,,,,2026-04-17T12:38:03.168615+00:00
2025-08-15,135.6399,,,,2026-04-17T12:38:03.168615+00:00
2025-08-19,136.8931,,,,2026-04-17T12:38:03.168615+00:00
2025-08-20,138.1283,,,,2026-04-17T12:38:03.168615+00:00
2025-08-21,139.4016,,,,2026-04-17T12:38:03.168615+00:00
